L 01/31/2023 - 10:12:44: SourceMod log file session started (file "/root/Steam/steamapps/common/Left 4 Dead 2 Dedicated Server/left4dead2/addons/sourcemod/logs/L20230131.log") (Version "1.11.0.6825")
L 01/31/2023 - 10:12:44: [l4d2_playtime_interface.smx] Failed to retrieve response (GetOwnedGames) - HTTPStatus: 0
L 01/31/2023 - 10:12:46: [cannounce.smx] Admin 23℃ <STEAM_1:0:246466989> connected from country China (CN), IP 223.149.53.89
L 01/31/2023 - 10:12:54: [l4d2_playtime_interface.smx] Failed to retrieve response (GetUserStatsForGame) - HTTPStatus: 0
L 01/31/2023 - 10:16:29: [confoglcompmod.smx] [PasswordSystem] Set password on 23℃, password 
L 01/31/2023 - 13:33:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/31/2023 - 13:33:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/31/2023 - 13:33:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/31/2023 - 13:33:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/31/2023 - 13:33:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitrate") (value "2")
L 01/31/2023 - 13:33:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "60000")
L 01/31/2023 - 13:33:31: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_maxcleartime") (value "0.0001")
L 01/31/2023 - 13:33:32: [optional/holdout_bonus.smx] Holdout data loaded from file: addons/sourcemod/../../cfg/cfgogl/AirMod/holdoutmapinfo.txt.
L 01/31/2023 - 13:33:33: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/31/2023 - 13:33:42: [cannounce.smx] Admin 23℃ <STEAM_1:0:246466989> connected from country China (CN), IP 223.149.53.89
L 01/31/2023 - 13:36:34: [playercommands.smx] "23℃<2><STEAM_1:0:246466989><>" slayed "Jockey<16><BOT><>"
L 01/31/2023 - 13:36:34: [optional/l4d2_skill_detect.smx] Clear: 5 freed 1 from 5: time: 13.58 / -1.00 -- class: jockey (with shove? 0)
L 01/31/2023 - 13:36:43: [playercommands.smx] "23℃<2><STEAM_1:0:246466989><>" slayed "Spitter<17><BOT><>"
L 01/31/2023 - 13:36:44: [playercommands.smx] "23℃<2><STEAM_1:0:246466989><>" slayed "Smoker<18><BOT><>"
L 01/31/2023 - 13:37:19: [optional/l4d2_skill_detect.smx] Clear: 2 freed 3 from 5: time: 0.87 / -1.00 -- class: hunter (with shove? 0)
L 01/31/2023 - 13:39:12: [optional/l4d2_skill_detect.smx] Clear: 2 freed 1 from 6: time: 0.39 / -1.00 -- class: hunter (with shove? 0)
L 01/31/2023 - 13:39:18: [optional/holdout_bonus.smx] Holdout Starts (hooked).
L 01/31/2023 - 13:39:39: [optional/l4d2_skill_detect.smx] Clear: 2 freed 1 from 8: time: -1.00 / 0.02 -- class: smoker (with shove? 0)
L 01/31/2023 - 13:40:18: [optional/holdout_bonus.smx] Holdout over, awarding bonus: prg 60 / defined 60.
L 01/31/2023 - 13:40:27: [optional/l4d2_skill_detect.smx] Clear: 4 freed 3 from 5: time: -1.00 / 1.44 -- class: smoker (with shove? 1)
L 01/31/2023 - 13:40:43: [optional/l4d2_skill_detect.smx] Charge carry start: 6 - 4 -- time: 432.54
L 01/31/2023 - 13:40:46: [optional/l4d2_skill_detect.smx] Clear: 1 freed 4 from 6: time: 0.00 / 2.79 -- class: charger (with shove? 0)
L 01/31/2023 - 13:40:47: [optional/l4d2_skill_detect.smx] Checking charge victim: 6 - 3 - flags: 0 (alive? 1)
L 01/31/2023 - 13:40:49: [optional/l4d2_skill_detect.smx] Checking charge victim: 6 - 4 - flags: 1 (alive? 1)
L 01/31/2023 - 13:41:00: [optional/l4d2_skill_detect.smx] Clear: 1 freed 4 from 6: time: 0.55 / -1.00 -- class: hunter (with shove? 0)
L 01/31/2023 - 13:41:11: [optional/l4d2_skill_detect.smx] Clear: 4 freed 2 from 5: time: 4.46 / 8.41 -- class: smoker (with shove? 1)
L 01/31/2023 - 13:41:44: [playercommands.smx] "23℃<2><STEAM_1:0:246466989><>" slayed "Jockey<47><BOT><>"
L 01/31/2023 - 13:42:09: [optional/l4d2_skill_detect.smx] Clear: 1 freed 2 from 5: time: 3.72 / 8.23 -- class: smoker (with shove? 0)
L 01/31/2023 - 13:42:39: [optional/l4d2_skill_detect.smx] Clear: 2 freed 1 from 6: time: 0.03 / -1.00 -- class: hunter (with shove? 0)
L 01/31/2023 - 13:42:47: [optional/l4d2_skill_detect.smx] calarm trigger: caller 738 / activator 738 / delay: 0.00
L 01/31/2023 - 13:43:11: [optional/l4d2_skill_detect.smx] Clear: 2 freed 3 from 7: time: 2.29 / 580.00 -- class: charger (with shove? 0)
L 01/31/2023 - 13:43:15: [optional/l4d2_skill_detect.smx] Clear: 3 freed 4 from 8: time: 0.17 / -1.00 -- class: jockey (with shove? 0)
L 01/31/2023 - 13:43:41: [optional/l4d2_skill_detect.smx] Clear: 4 freed 1 from 8: time: 0.21 / -1.00 -- class: hunter (with shove? 0)
L 01/31/2023 - 13:44:57: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/31/2023 - 13:45:54: [optional/l4d2_skill_detect.smx] Clear: 10 freed 1 from 5: time: 0.07 / -1.00 -- class: hunter (with shove? 0)
L 01/31/2023 - 13:46:13: [optional/l4d2_skill_detect.smx] Charge carry start: 2 - 10 -- time: 761.94
L 01/31/2023 - 13:46:17: [optional/l4d2_skill_detect.smx] Clear: 9 freed 10 from 2: time: 1.98 / 4.05 -- class: charger (with shove? 0)
L 01/31/2023 - 13:46:17: [optional/l4d2_skill_detect.smx] Checking charge victim: 2 - 10 - flags: 1 (alive? 1)
L 01/31/2023 - 13:47:29: [optional/l4d2_skill_detect.smx] Clear: 1 freed 10 from 5: time: 0.52 / -1.00 -- class: hunter (with shove? 0)
L 01/31/2023 - 13:47:41: [optional/l4d2_skill_detect.smx] Clear: 10 freed 1 from 2: time: -1.00 / 2.51 -- class: smoker (with shove? 0)
L 01/31/2023 - 13:48:05: [optional/l4d2_skill_detect.smx] Clear: 10 freed 1 from 3: time: 3.25 / -1.00 -- class: jockey (with shove? 0)
L 01/31/2023 - 13:48:09: [optional/l4d2_skill_detect.smx] Clear: 10 freed 11 from 5: time: -1.00 / 0.40 -- class: smoker (with shove? 0)
L 01/31/2023 - 13:48:48: [optional/l4d2_skill_detect.smx] Clear: 9 freed 11 from 4: time: 1.27 / -1.00 -- class: jockey (with shove? 0)
L 01/31/2023 - 13:49:24: [optional/holdout_bonus.smx] Holdout Starts (hooked).
L 01/31/2023 - 13:49:32: [optional/l4d2_skill_detect.smx] Clear: 9 freed 11 from 4: time: 1.11 / -1.00 -- class: hunter (with shove? 0)
L 01/31/2023 - 13:49:42: [optional/l4d2_skill_detect.smx] Clear: 1 freed 11 from 2: time: 1.52 / 971.29 -- class: charger (with shove? 0)
L 01/31/2023 - 13:50:09: [optional/l4d2_skill_detect.smx] Clear: 11 freed 1 from 2: time: -1.00 / 1.47 -- class: smoker (with shove? 1)
L 01/31/2023 - 13:50:14: [optional/l4d2_skill_detect.smx] Witch Crown Check: Failed: bungled: 0 / crowntype: 0 (entity: 393)
L 01/31/2023 - 13:50:14: [optional/l4d2_skill_detect.smx] Witch Crown Check: Further details: attacker: Rochelle, attacker dmg: 296, teamless dmg: 4
L 01/31/2023 - 13:50:24: [optional/holdout_bonus.smx] Holdout over, awarding bonus: prg 60 / defined 60.
L 01/31/2023 - 13:50:36: [optional/l4d2_skill_detect.smx] Clear: 10 freed 9 from 2: time: 1.77 / 1024.81 -- class: charger (with shove? 0)
L 01/31/2023 - 13:50:48: [funcommands.smx] "23℃<2><STEAM_1:0:246466989><>" set a beacon on "23℃<2><STEAM_1:0:246466989><>"
L 01/31/2023 - 13:50:54: [optional/l4d2_skill_detect.smx] Clear: 11 freed 9 from 2: time: 0.40 / -1.00 -- class: jockey (with shove? 0)
L 01/31/2023 - 13:51:04: [optional/l4d2_skill_detect.smx] Charge carry start: 5 - 9 -- time: 1052.54
L 01/31/2023 - 13:51:06: [optional/l4d2_skill_detect.smx] Clear: 10 freed 9 from 5: time: 0.02 / 2.06 -- class: charger (with shove? 0)
L 01/31/2023 - 13:51:08: [optional/l4d2_skill_detect.smx] Checking charge victim: 5 - 9 - flags: 1 (alive? 1)
L 01/31/2023 - 13:51:19: [all4dead2.smx] [NOTICE]: (23℃<2><STEAM_1:0:246466989><>) has spawned a tank
L 01/31/2023 - 13:51:38: [optional/l4d2_skill_detect.smx] Clear: 10 freed 9 from 5: time: 0.14 / -1.00 -- class: jockey (with shove? 0)
L 01/31/2023 - 13:51:53: [optional/l4d2_skill_detect.smx] Clear: 4 freed 9 from 2: time: 0.83 / -1.00 -- class: hunter (with shove? 0)
L 01/31/2023 - 13:52:04: [optional/l4d2_skill_detect.smx] Clear: 10 freed 4 from 5: time: -1.00 / 2.58 -- class: smoker (with shove? 1)
L 01/31/2023 - 13:52:58: -------- Mapchange to c2m2_fairgrounds --------
L 01/31/2023 - 13:53:00: [optional/holdout_bonus.smx] Read holdout mapinfo for 'c2m2_fairgrounds': 1 / (factor: 0.00; abs: 40).
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "50000")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tick_door_speed") (value "1.3")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sb_all_bot_game") (value "1")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowupload") (value "0")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "0")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "decalfrequency") (value "1.0")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "12")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_main_name_path") (value "hostname/hostname.txt")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format1") (value "{hostname} >> {gamemode}")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format2") (value "{hostname} >> {gamemode} - {difficulty}")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format3") (value "{hostname} >>")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitrate") (value "2")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "60000")
L 01/31/2023 - 13:53:01: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_maxcleartime") (value "0.0001")
L 01/31/2023 - 13:53:01: [optional/holdout_bonus.smx] Holdout data loaded from file: addons/sourcemod/../../cfg/cfgogl/AirMod/holdoutmapinfo.txt.
L 01/31/2023 - 13:53:02: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/31/2023 - 13:53:10: [cannounce.smx] Admin 23℃ <STEAM_1:0:246466989> connected from country China (CN), IP 223.149.53.89
L 01/31/2023 - 13:53:45: [all4dead2.smx] [NOTICE]: (23℃<2><STEAM_1:0:246466989><>) has spawned a charger
L 01/31/2023 - 13:55:26: [optional/l4d2_skill_detect.smx] Clear: 4 freed 1 from 2: time: 0.13 / -1.00 -- class: hunter (with shove? 0)
L 01/31/2023 - 13:55:49: [optional/l4d2_skill_detect.smx] Charge carry start: 6 - 1 -- time: 168.76
L 01/31/2023 - 13:55:51: [optional/l4d2_skill_detect.smx] Clear: 5 freed 1 from 6: time: 0.91 / 1.79 -- class: charger (with shove? 0)
L 01/31/2023 - 13:55:52: [optional/l4d2_skill_detect.smx] Checking charge victim: 6 - 1 - flags: 1 (alive? 1)
L 01/31/2023 - 13:56:01: [optional/l4d2_skill_detect.smx] Clear: 3 freed 1 from 8: time: 0.58 / -1.00 -- class: hunter (with shove? 0)
L 01/31/2023 - 13:56:09: [optional/l4d2_skill_detect.smx] Clear: 5 freed 3 from 9: time: 0.39 / 6.35 -- class: smoker (with shove? 1)
L 01/31/2023 - 13:56:35: [optional/l4d2_skill_detect.smx] Clear: 3 freed 1 from 7: time: 1.30 / -1.00 -- class: hunter (with shove? 0)
L 01/31/2023 - 13:57:00: [optional/l4d2_skill_detect.smx] Clear: 4 freed 1 from 2: time: -1.00 / 0.93 -- class: smoker (with shove? 0)
L 01/31/2023 - 13:57:26: [optional/l4d2_skill_detect.smx] Clear: 3 freed 5 from 2: time: 5.29 / 6.30 -- class: smoker (with shove? 0)
L 01/31/2023 - 13:57:48: [optional/l4d2_skill_detect.smx] Witch Crown Check: Failed: bungled: 0 / crowntype: 0 (entity: 450)
L 01/31/2023 - 13:57:48: [optional/l4d2_skill_detect.smx] Witch Crown Check: Further details: attacker: Coach, attacker dmg: 181, teamless dmg: 0
L 01/31/2023 - 13:58:03: [optional/l4d2_skill_detect.smx] Clear: 3 freed 1 from 2: time: -1.00 / 0.64 -- class: smoker (with shove? 0)
L 01/31/2023 - 13:58:17: [optional/l4d2_skill_detect.smx] Clear: 4 freed 1 from 6: time: 0.53 / -1.00 -- class: hunter (with shove? 0)
L 01/31/2023 - 13:58:34: [optional/l4d2_skill_detect.smx] Clear: 5 freed 3 from 2: time: 0.01 / -1.00 -- class: jockey (with shove? 1)
L 01/31/2023 - 13:59:01: [optional/l4d2_skill_detect.smx] Clear: 3 freed 1 from 7: time: 1.50 / -1.00 -- class: hunter (with shove? 1)
L 01/31/2023 - 13:59:15: [optional/l4d2_skill_detect.smx] Clear: 4 freed 4 from 2: time: -1.00 / 1.00 -- class: smoker (with shove? 1)
L 01/31/2023 - 13:59:17: [optional/l4d2_skill_detect.smx] Charge carry start: 8 - 1 -- time: 376.50
L 01/31/2023 - 13:59:19: [optional/l4d2_skill_detect.smx] Clear: 5 freed 1 from 8: time: 1.50 / 2.43 -- class: charger (with shove? 0)
L 01/31/2023 - 13:59:20: [optional/l4d2_skill_detect.smx] Checking charge victim: 8 - 1 - flags: 1 (alive? 1)
L 01/31/2023 - 14:00:04: [optional/l4d2_skill_detect.smx] Charge carry start: 8 - 3 -- time: 423.50
L 01/31/2023 - 14:00:06: [optional/l4d2_skill_detect.smx] Clear: 5 freed 3 from 8: time: 1.15 / 2.43 -- class: charger (with shove? 0)
L 01/31/2023 - 14:00:07: [optional/l4d2_skill_detect.smx] Checking charge victim: 8 - 3 - flags: 1 (alive? 1)
L 01/31/2023 - 14:00:08: [optional/l4d2_skill_detect.smx] Checking charge victim: 8 - 4 - flags: 0 (alive? 1)
L 01/31/2023 - 14:00:08: [optional/l4d2_skill_detect.smx] Checking charge victim: 8 - 1 - flags: 0 (alive? 1)
L 01/31/2023 - 14:00:34: [optional/l4d2_skill_detect.smx] Clear: 5 freed 3 from 6: time: 1.16 / -1.00 -- class: hunter (with shove? 0)
L 01/31/2023 - 14:00:50: [optional/l4d2_skill_detect.smx] Clear: 5 freed 3 from 7: time: 5.30 / -1.00 -- class: jockey (with shove? 0)
L 01/31/2023 - 14:01:00: [optional/l4d2_skill_detect.smx] Charge carry start: 6 - 4 -- time: 479.64
L 01/31/2023 - 14:01:02: [optional/l4d2_skill_detect.smx] Clear: 5 freed 4 from 6: time: 0.10 / 1.95 -- class: charger (with shove? 0)
L 01/31/2023 - 14:01:04: [optional/l4d2_skill_detect.smx] Checking charge victim: 6 - 3 - flags: 0 (alive? 1)
L 01/31/2023 - 14:01:04: [optional/l4d2_skill_detect.smx] Checking charge victim: 6 - 4 - flags: 1 (alive? 1)
L 01/31/2023 - 14:02:39: [optional/l4d2_skill_detect.smx] Charge carry start: 8 - 5 -- time: 578.77
L 01/31/2023 - 14:02:40: [optional/l4d2_skill_detect.smx] Clear: 3 freed 5 from 8: time: 0.00 / 0.55 -- class: charger (with shove? 0)
L 01/31/2023 - 14:02:42: [optional/holdout_bonus.smx] Holdout Starts (hooked).
L 01/31/2023 - 14:02:42: [optional/l4d2_skill_detect.smx] Checking charge victim: 8 - 5 - flags: 1 (alive? 1)
L 01/31/2023 - 14:02:43: [optional/l4d2_skill_detect.smx] Clear: 1 freed 1 from 2: time: -1.00 / 0.92 -- class: smoker (with shove? 0)
L 01/31/2023 - 14:02:43: [optional/l4d2_skill_detect.smx] Checking charge victim: 8 - 4 - flags: 0 (alive? 1)
L 01/31/2023 - 14:02:48: [optional/l4d2_skill_detect.smx] Clear: 3 freed 1 from 6: time: 0.73 / -1.00 -- class: hunter (with shove? 0)
L 01/31/2023 - 14:03:08: [optional/l4d2_skill_detect.smx] Charge carry start: 6 - 3 -- time: 608.10
L 01/31/2023 - 14:03:11: [optional/l4d2_skill_detect.smx] Clear: 5 freed 3 from 6: time: 0.50 / 2.19 -- class: charger (with shove? 0)
L 01/31/2023 - 14:03:12: [optional/holdout_bonus.smx] Holdout over, awarding bonus: prg 30 / defined 30.
L 01/31/2023 - 14:03:12: [optional/l4d2_skill_detect.smx] Checking charge victim: 6 - 3 - flags: 1 (alive? 1)
L 01/31/2023 - 14:03:13: [optional/l4d2_skill_detect.smx] Checking charge victim: 6 - 4 - flags: 0 (alive? 1)
L 01/31/2023 - 14:03:45: [optional/l4d2_skill_detect.smx] Clear: 3 freed 1 from 6: time: -1.00 / 0.27 -- class: smoker (with shove? 0)
L 01/31/2023 - 14:03:54: [optional/l4d2_skill_detect.smx] Clear: 4 freed 5 from 8: time: 1.02 / -1.00 -- class: hunter (with shove? 0)
L 01/31/2023 - 14:04:02: [optional/l4d2_skill_detect.smx] Clear: 5 freed 1 from 6: time: -1.00 / 0.95 -- class: smoker (with shove? 0)
L 01/31/2023 - 14:04:26: [optional/l4d2_skill_detect.smx] Clear: 4 freed 1 from 7: time: 1.84 / -1.00 -- class: jockey (with shove? 0)
L 01/31/2023 - 14:04:53: [playercommands.smx] "23℃<2><STEAM_1:0:246466989><>" slayed "Hunter<190><BOT><>"
L 01/31/2023 - 14:05:08: [all4dead2.smx] [NOTICE]: (23℃<2><STEAM_1:0:246466989><>) has spawned a molotov
L 01/31/2023 - 14:05:14: [all4dead2.smx] [NOTICE]: (23℃<2><STEAM_1:0:246466989><>) has spawned a molotov
L 01/31/2023 - 14:05:15: [all4dead2.smx] [NOTICE]: (23℃<2><STEAM_1:0:246466989><>) has spawned a pipe_bomb
L 01/31/2023 - 14:05:22: [optional/l4d2_skill_detect.smx] Charge carry start: 2 - 5 -- time: 741.27
L 01/31/2023 - 14:05:24: [optional/l4d2_skill_detect.smx] Clear: 3 freed 5 from 2: time: 0.84 / 2.58 -- class: charger (with shove? 0)
L 01/31/2023 - 14:05:25: [optional/l4d2_skill_detect.smx] Checking charge victim: 2 - 5 - flags: 1 (alive? 1)
L 01/31/2023 - 14:05:29: [optional/l4d2_skill_detect.smx] Clear: 4 freed 1 from 8: time: 1.83 / -1.00 -- class: jockey (with shove? 0)
L 01/31/2023 - 14:05:36: [cannounce.smx] Player 偷偷玩 <STEAM_1:1:608216680> connected from country China (CN), IP 117.170.100.93
L 01/31/2023 - 14:05:47: [optional/l4d2_skill_detect.smx] Clear: 4 freed 1 from 2: time: 5.54 / -1.00 -- class: hunter (with shove? 0)
L 01/31/2023 - 14:05:57: [optional/l4d2_skill_detect.smx] Clear: 4 freed 1 from 8: time: 3.14 / 776.28 -- class: charger (with shove? 0)
L 01/31/2023 - 14:06:24: [all4dead2.smx] [NOTICE]: (23℃<2><STEAM_1:0:246466989><>) has spawned a adrenaline
L 01/31/2023 - 14:06:38: [optional/l4d2_skill_detect.smx] Clear: 3 freed 1 from 2: time: 1.00 / -1.00 -- class: hunter (with shove? 0)
L 01/31/2023 - 14:06:44: [optional/l4d2_skill_detect.smx] Charge carry start: 8 - 3 -- time: 823.32
L 01/31/2023 - 14:06:47: [optional/l4d2_skill_detect.smx] Checking charge victim: 8 - 3 - flags: 1 (alive? 1)
L 01/31/2023 - 14:06:47: [optional/l4d2_skill_detect.smx] Clear: 5 freed 3 from 8: time: 2.33 / 3.80 -- class: charger (with shove? 0)
L 01/31/2023 - 14:07:34: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/31/2023 - 14:07:52: [cannounce.smx] Player 徙倚上清秋 <STEAM_1:0:541490655> connected from country China (CN), IP 111.17.78.113
L 01/31/2023 - 14:08:06: [basecommands.smx] "23℃<2><STEAM_1:0:246466989><>" changed map to "l4d2_daybreak01_hotel"
L 01/31/2023 - 14:08:09: [SM] Changed map to "l4d2_daybreak01_hotel"
L 01/31/2023 - 14:08:23: -------- Mapchange to l4d2_daybreak01_hotel --------
L 01/31/2023 - 14:08:27: [optional/l4d2_saferoom_detect.smx] [SI] SaferoomInfo for l4d2_daybreak01_hotel is missing.
L 01/31/2023 - 14:08:28: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/31/2023 - 14:08:28: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/31/2023 - 14:08:28: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/31/2023 - 14:08:28: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/31/2023 - 14:08:28: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/31/2023 - 14:08:28: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/31/2023 - 14:08:28: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/31/2023 - 14:08:28: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/31/2023 - 14:08:28: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/31/2023 - 14:08:28: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "50000")
L 01/31/2023 - 14:08:28: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 01/31/2023 - 14:08:28: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 01/31/2023 - 14:08:28: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tick_door_speed") (value "1.3")
L 01/31/2023 - 14:08:28: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 01/31/2023 - 14:08:28: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
